run,indices,signs,results
612,"[2991, 591, 4198, 98, 8016, 3547, 2087, 2609, 2417, 9153]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9682959294728951, 0.9482459329899682, 0.9271926020120466, 0.906991247562833, 0.8582456241242955, 0.766258643788757, 0.7179443479791825, 0.6994702613415638, 0.6347634310832162, 0.5979976378057998]"
613,"[4892, 3428, 5203, 7932, 3243, 1175, 9088, 9879, 3118, 5335]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9850674034930731, 0.970456045832031, 0.9483481395177151, 0.9345500834217662, 0.9101887514391904, 0.8401876496995302, 0.7967201344978236, 0.7453878171463769, 0.6759289767374591, 0.6565802793430854]"
614,"[7603, 8480, 2220, 255, 2144, 2905, 7937, 3315, 6756, 4628]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.982107426032103, 0.9657506298636829, 0.9383830319695403, 0.9089035943968322, 0.877036098887875, 0.8375713201591163, 0.7859300323063618, 0.7699124174717016, 0.719796788761103, 0.6906282086938287]"
615,"[6412, 9237, 7771, 4786, 2060, 8477, 9267, 5489, 2102, 9115]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9969915414902787, 0.9890203773257693, 0.9699785734012547, 0.9631427578050245, 0.9347926538648615, 0.8941619941540518, 0.8595712147864909, 0.8426256612675782, 0.7879862713492687, 0.7208406692845477]"
616,"[7398, 6521, 9392, 3859, 6137, 6642, 4146, 5822, 1478, 1129]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9988005524688706, 0.983882038877586, 0.9832021265127797, 0.9591705914987263, 0.9345403851319303, 0.9051601506185929, 0.8489996458592248, 0.8032843064254876, 0.7649970174203676, 0.6978404730602754]"
617,"[6803, 9589, 6798, 2012, 5705, 2973, 1703, 5429, 6978, 1169]","[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]","[1.0, 0.9963688594938436, 0.9912328255828811, 0.9708579955954173, 0.9341674238226747, 0.8839515893946046, 0.8526038659710136, 0.8190334754096451, 0.7422465797220906, 0.7061014251938205, 0.6777141468553619]"
618,"[8337, 4608, 5210, 4796, 9344, 6400, 5049, 6750, 8143, 9112]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9970001496516783, 0.9763864094362589, 0.9615247090768151, 0.9489385444581593, 0.8975486499874079, 0.8792597557060776, 0.8239424864859906, 0.7641655340965978, 0.7316264346995901, 0.6982656023913795]"
619,"[1145, 7910, 6212, 7030, 969, 7412, 5560, 2658, 8425, 4161]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961816681721, 0.9934203027663049, 0.9916536456829639, 0.9730808058159253, 0.9683143492754762, 0.959487617425589, 0.9169537986319245, 0.837279290993671, 0.7375023120747478, 0.7347855570324158]"
620,"[3705, 599, 2459, 1056, 3192, 4016, 9347, 5564, 8124, 3221]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9946127961968536, 0.9946127961954756, 0.9778423658255722, 0.9503001039575607, 0.8854966349900131, 0.8270095587185813, 0.762392823948495, 0.7134655538078902, 0.6727577733199644, 0.5898118507363448]"
621,"[1697, 5353, 6867, 3207, 5253, 9921, 4013, 8255, 1477, 4603]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969904407909205, 0.9854332739635507, 0.9509697871213443, 0.9164565933856685, 0.898709044818951, 0.8359568474850285, 0.786300953356807, 0.6919229216400518, 0.6593035270448242, 0.5661670634216218]"
622,"[4930, 477, 4633, 1254, 4777, 7192, 6873, 5718, 8733, 36]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945954825754078, 0.9770972292900408, 0.9512999293667977, 0.9118481855246556, 0.8821640043257037, 0.8653196039110584, 0.7932385912905222, 0.7575875760711083, 0.6788131038970413, 0.6027904989682008]"
623,"[9091, 695, 3843, 7273, 9167, 122, 9885, 1544, 429, 8314]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9964046081170362, 0.9944507600904315, 0.957976187669595, 0.9221122435285288, 0.9121518098813689, 0.8794604661307832, 0.844150762320053, 0.8124868638805731, 0.7798865440899535, 0.7233272626792084]"
624,"[1223, 3801, 926, 8819, 1588, 3959, 7477, 2559, 5195, 8558]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9915907779045459, 0.9868994367193198, 0.9806995091648272, 0.9585694974502532, 0.9383794009803166, 0.8953799741883883, 0.8314747677185811, 0.7566619642286034, 0.737889475154709, 0.6971010296877497]"
625,"[5453, 1616, 287, 4304, 7712, 6361, 8249, 2266, 9678, 6894]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9981952821171564, 0.9951771665578206, 0.9752063061224641, 0.9370171375686146, 0.9216487059223608, 0.9121124073944546, 0.9656839618842252, 0.9832309438565814, 0.9906712302094047, 0.9894689740583078]"
626,"[9694, 788, 3780, 1079, 7956, 9341, 9917, 696, 2219, 6711]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9963544856582902, 0.9939418471330512, 0.9850197655407312, 0.9738889169253269, 0.9443005701770618, 0.9198939027557185, 0.9112886312189148, 0.8562643484684201, 0.8151038301550362, 0.7271099647623642]"
627,"[4626, 4388, 8032, 6649, 7757, 2532, 7344, 2588, 5777, 3787]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.989858330581633, 0.9758090718877432, 0.9583882582201346, 0.9012843351854997, 0.8868228663182487, 0.8560213674282227, 0.8197855596327331, 0.7315930655893281, 0.6630797293109344, 0.6501367801920626]"
628,"[4640, 9578, 8992, 4462, 6163, 322, 8828, 3445, 8797, 3887]","[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]","[1.0, 0.9934003331585426, 0.9948053891682287, 0.9648807908538151, 0.9225431972934355, 0.8843667025960174, 0.8224629876299647, 0.8112138713932495, 0.7847623641675842, 0.7083893828484585, 0.7045435630297121]"
629,"[3220, 1927, 3071, 6086, 190, 7648, 3017, 3133, 5795, 8925]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945868467504198, 0.9915847542642319, 0.9771915334057031, 0.9677785994676882, 0.9399527818786444, 0.9150413498744454, 0.8967549748283202, 0.84908953673995, 0.810234845149445, 0.7915254902622679]"
630,"[5079, 1460, 9749, 3063, 9218, 9717, 2170, 6853, 4732, 7645]","[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1]","[1.0, 0.9821812678018065, 0.961925477095601, 0.955286908009396, 0.9241642700753412, 0.9020659279675449, 0.8591500647387575, 0.8614153456620166, 0.8550273001108115, 0.8221289860629695, 0.7625182453858694]"
631,"[9392, 1700, 4617, 2640, 6540, 8175, 3385, 4170, 5326, 8210]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9999885552948049, 0.9993531537416371, 0.9987933076323936, 0.9934300820168465, 0.9831695169520993, 0.9273753086101556, 0.9178123025116312, 0.8667222557939729, 0.8483079917545551, 0.7776335490894364]"
632,"[9894, 9226, 4743, 4771, 9771, 6175, 6016, 3293, 4867, 5843]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945768907383326, 0.9803351648204008, 0.9654833817992072, 0.9078707751237289, 0.8973941189721735, 0.881682027490591, 0.8689157419509623, 0.8412071749257888, 0.8280080517624886, 0.762968471501321]"
633,"[5308, 3733, 6587, 7456, 888, 2025, 2632, 7063, 6908, 5829]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9976154109654005, 0.9898189765782399, 0.9648786106404752, 0.8969623348494171, 0.8612046779263043, 0.7961541630965745, 0.7657916383114255, 0.5943210929698579, 0.5557647346736994, 0.41023643500082185]"
634,"[3835, 8436, 1332, 6125, 9528, 4214, 964, 2032, 684, 6346]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9969759136830814, 0.9896182966855136, 0.969741961196351, 0.9535406171690679, 0.9397239361104194, 0.9348246663563865, 0.9158805825824599, 0.8862869006611451, 0.8479190069215061, 0.8288490190393467]"
635,"[1416, 3903, 3034, 5995, 4960, 8394, 6079, 9289, 7132, 8231]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9945940569115934, 0.9945866885094509, 0.9823095414337464, 0.957480708465261, 0.9342379858083232, 0.8804926438699183, 0.854854764735161, 0.8232862651135635, 0.7517826472956769, 0.73451730096855]"
636,"[1951, 1305, 3097, 6313, 5610, 8562, 5342, 3570, 9488, 7350]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9999927185316164, 0.9969396568639192, 0.9883174434205786, 0.9694144301181055, 0.9406862382077409, 0.9257300727409649, 0.9244747287787942, 0.8998037321403989, 0.8575414999150461, 0.7509274193317923]"
637,"[135, 7631, 7220, 1313, 130, 5287, 582, 1952, 5630, 7519]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9898479627503882, 0.9844329149943571, 0.9844530724088846, 0.9767652722250595, 0.9390995290468793, 0.8910920868965937, 0.8561673530809715, 0.8050568904081088, 0.754045649657112, 0.7045068059537593]"
638,"[4911, 7419, 2684, 4520, 4024, 6797, 4968, 8940, 4321, 9741]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987731583878308, 0.9835600577521941, 0.9646309248181708, 0.9241455338880193, 0.8978531679321358, 0.836499365345444, 0.7667288513339532, 0.7216786042266069, 0.671911598412293, 0.6088761871140729]"
639,"[3719, 9290, 9766, 7965, 3722, 9767, 2534, 7552, 6675, 35]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961816680531, 0.9940040394417162, 0.9877989143398004, 0.9653349118232273, 0.9457745953687424, 0.9161877711454873, 0.8251299328652123, 0.7820068428049286, 0.7351815647679489, 0.6693733200340242]"
640,"[9176, 1710, 8237, 2699, 3746, 5481, 2451, 9097, 2046, 7686]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9946142131211115, 0.9915259739885596, 0.9737648982247724, 0.9606134626899684, 0.9100455507323113, 0.9131677625928736, 0.8699127699805846, 0.8383813196230789, 0.843414701010023, 0.7929513631115692]"
641,"[5228, 7940, 1953, 5787, 4796, 9431, 6535, 8677, 5309, 3138]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9963943902973387, 0.9968484773426545, 0.9645746344519652, 0.9352698077256327, 0.9048107845777897, 0.8708581450242876, 0.8309629680469048, 0.78322359472765, 0.7082738177654073, 0.6420214160890428]"
642,"[1729, 3041, 1938, 6385, 9237, 658, 2112, 6505, 8473, 6210]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969886605743428, 0.9843709193407473, 0.9788425097442883, 0.952403665640024, 0.9281504905064248, 0.9134754786361464, 0.8774939214216778, 0.8676976746583936, 0.818076529819104, 0.7836601054786787]"
643,"[2839, 2572, 1671, 3283, 1972, 3100, 5226, 1014, 8080, 9684]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9987961816680997, 0.9987587945642273, 0.9970437706729206, 0.9862816503273102, 0.9766038603692835, 0.9610354085399172, 0.9440243091043732, 0.9237020919999065, 0.8761747605087511, 0.8643761806061836]"
644,"[3443, 59, 2630, 590, 9768, 6714, 4173, 3112, 5183, 3182]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281025864, 0.9946320710876861, 0.9850948801551391, 0.9750292572747244, 0.97508219326696, 0.9552064645113092, 0.9204133785275022, 0.886024289377207, 0.8243952873089402, 0.7659127525410572]"
645,"[852, 1775, 5244, 6364, 9808, 5121, 5184, 6424, 1975, 5618]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9975923633364566, 0.9992405799975277, 0.9961019973419677, 0.9762332278125427, 0.9251104382738617, 0.9123276801408016, 0.9131105994386588, 0.8871500676648503, 0.8207675325323399, 0.6852744904239122]"
646,"[8215, 92, 8126, 9820, 725, 733, 4765, 6915, 4156, 5264]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9933604740359716, 0.9897855310079068, 0.9616082799154675, 0.942620307113846, 0.9157098904514667, 0.8705124879689323, 0.8492276639110939, 0.815202265125856, 0.7691660658027131, 0.7500734075888418]"
647,"[961, 5326, 6, 9340, 5556, 9177, 7092, 2498, 1448, 2858]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9951948839801351, 0.9885314476879061, 0.969743770061746, 0.9501813642670898, 0.9408755664101843, 0.9174970448126469, 0.8897664769489853, 0.8227547077210601, 0.7144977319730902, 0.6620353823814775]"
648,"[1639, 4188, 2978, 7318, 5340, 9902, 2514, 8777, 9928, 3838]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9940042361528906, 0.989280690457358, 0.9832893755262668, 0.9482039405319554, 0.9170471048142645, 0.870759654150238, 0.8271312545314466, 0.7895006109993549, 0.7057054531218866, 0.6080301890116439]"
649,"[6738, 2537, 1883, 2712, 1907, 6853, 4555, 3562, 566, 1759]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969929915423705, 0.9945727596323531, 0.9885600094058913, 0.9769024781931499, 0.9413700588750576, 0.9268891069529814, 0.9153991989169247, 0.8938742376025121, 0.8207980191485407, 0.7359657220144407]"
650,"[1677, 1055, 2671, 8263, 5900, 165, 1181, 3984, 3349, 6364]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9939780988164393, 0.9757160350135619, 0.9516921694373348, 0.9308476553037393, 0.8911054199067869, 0.884804408751659, 0.8598887426769133, 0.8334717987673179, 0.7871709145631264, 0.7148430267722301]"
651,"[6370, 7292, 3182, 5077, 6594, 1956, 6095, 5788, 8558, 2183]","[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9922052395222452, 0.9820780699919802, 0.9573498272309487, 0.9310152531286708, 0.8984568459332605, 0.8400194859571571, 0.806274489506357, 0.7921044498782612, 0.750114082515493, 0.7167127350496639]"
652,"[5007, 6515, 7242, 5888, 7013, 4669, 8652, 5280, 3247, 5938]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.993992501769108, 0.9930564259154702, 0.9877049399491344, 0.9543049207367318, 0.8991087315391404, 0.8347573744548112, 0.7959777969784967, 0.7194414087030683, 0.6169428060684188, 0.5151983402352432]"
653,"[2121, 2982, 2877, 6892, 518, 4822, 2038, 8434, 2656, 2089]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9981953598226665, 0.9940302890434645, 0.9842544962895456, 0.9822300321795431, 0.9723697344599065, 0.9280825939250394, 0.9055277519223264, 0.8794766736643678, 0.8460240354054505, 0.798878882427283]"
654,"[4563, 6638, 9589, 8644, 6083, 8687, 7408, 3082, 6286, 8166]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9975923633360232, 0.9696228606714148, 0.9617625775128806, 0.9500373410568135, 0.8958584200752007, 0.8900903371832438, 0.8568249674162383, 0.81942387817697, 0.7826628499934953, 0.7144591700466143]"
655,"[9854, 6962, 5609, 466, 2148, 4380, 1250, 833, 2729, 4534]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9826569215657694, 0.9597035186101593, 0.9397998306662294, 0.8506050864864998, 0.8148435393182863, 0.7814937823097727, 0.6798494573102313, 0.6252698068414891, 0.5759821920820797, 0.43734916686796715]"
656,"[1866, 2637, 2889, 6377, 5009, 174, 3963, 7599, 900, 4995]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9940236467432191, 0.9683689076331123, 0.9568196284986847, 0.9248408599653664, 0.8789517213673885, 0.8200048963437934, 0.7440818532894016, 0.6939443528764708, 0.6286863721371408, 0.5759320796428913]"
657,"[6429, 1065, 6978, 103, 764, 2651, 7364, 4805, 1234, 1034]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9939925017696215, 0.9779456031682578, 0.973668521864077, 0.9367411534067047, 0.8982627392586029, 0.8679126338768868, 0.8427443974312054, 0.8070520130183259, 0.7314193138270926, 0.6754916670739832]"
658,"[7455, 9638, 3527, 9750, 8173, 9973, 1452, 6188, 2578, 6963]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281025499, 0.9986669651911095, 0.9822625284266135, 0.960037391047821, 0.9259893790127652, 0.882046997266825, 0.8178455858973943, 0.7473233424060919, 0.7449922495835057, 0.7272802073884275]"
659,"[7099, 5546, 5986, 5399, 9035, 5808, 6073, 5758, 3829, 2453]","[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9969814539246351, 0.9897514980927145, 0.9768363106675038, 0.9770832221106018, 0.9711099261310877, 0.9547249765749777, 0.9290524668142676, 0.9112192741606534, 0.8824927284565833, 0.8645043544914126]"
660,"[7659, 1905, 3297, 6645, 7039, 9963, 9865, 2539, 3568, 3095]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9994020590683725, 0.987376845462073, 0.9637109475477086, 0.9274652245061226, 0.8894483014966434, 0.8716859652420578, 0.8511033935984134, 0.8328584766976723, 0.7985904472551514, 0.7727298090877377]"
661,"[37, 8448, 828, 8287, 9102, 2027, 3463, 3112, 1254, 527]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9880485895141405, 0.9779166671857993, 0.9538234946718929, 0.9391540212949253, 0.8875659096171316, 0.8627276023344583, 0.849966094067619, 0.8259000856218226, 0.7909254847085827, 0.7704191776750566]"
662,"[6180, 7383, 2175, 8287, 7557, 9332, 715, 2896, 2697, 1006]","[1, -1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9880440730390366, 0.9844629701220151, 0.9674319759396814, 0.956198662282862, 0.9363641971104297, 0.9034569140580031, 0.8719659749729738, 0.875191712018238, 0.8406884692173017, 0.7903060232892216]"
663,"[140, 8195, 9927, 6742, 5693, 2237, 9331, 1302, 1363, 9377]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9898048424976451, 0.9784847694620306, 0.9594310020238813, 0.9370087250761039, 0.9153221269805768, 0.8575441083538495, 0.8268639111112005, 0.7947819440473204, 0.7534448355946844, 0.6583373877516058]"
664,"[7991, 4722, 6717, 280, 3825, 8364, 9312, 7560, 1807, 4837]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969929915425262, 0.9773052343524338, 0.9684567634062267, 0.9121593971515987, 0.8844170925613775, 0.8511088176444627, 0.8075825070303435, 0.785573556955692, 0.7602926238301011, 0.7370272513711917]"
665,"[4690, 4368, 2652, 3033, 7353, 5955, 2237, 4142, 3236, 5819]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9934691597809389, 0.9763917439855994, 0.9402599812026371, 0.8818805396107732, 0.8454436704682107, 0.8274981700821011, 0.7635537437165618, 0.7199814617332849, 0.6895939300093804, 0.6186969159957699]"
666,"[5888, 8393, 2449, 893, 9921, 8232, 8483, 2353, 2038, 3709]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9886659601934041, 0.9803475314208331, 0.9535604191699305, 0.9295981172516905, 0.8788615547483309, 0.8583058510485664, 0.8157362306370323, 0.7659061360454766, 0.7279536358819898, 0.6523060921263217]"
667,"[8447, 93, 4444, 872, 1470, 9015, 6677, 9849, 9271, 5431]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.994588254982824, 0.9772985606594048, 0.9706634856540508, 0.9279785339304953, 0.9113489892728497, 0.8664361032872308, 0.8448011237445798, 0.7711802398653975, 0.733874044037356, 0.6828529397941214]"
668,"[6150, 5687, 7588, 8673, 2584, 8691, 7851, 1766, 5426, 7393]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969684680472334, 0.9685491411775053, 0.9591725418695796, 0.9070855818659503, 0.8898556268804249, 0.7871137473742688, 0.7851070713765769, 0.7637123443752248, 0.6920467833442925, 0.6683826501642396]"
669,"[8119, 7999, 1129, 1545, 3301, 7805, 2468, 6043, 2884, 8011]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9916036651931429, 0.9781088544569148, 0.9625735324327609, 0.9301483695347996, 0.9212921131719911, 0.9122155626004644, 0.9074961348183777, 0.849170664362849, 0.7957650599157889, 0.7433718593979265]"
670,"[4971, 8515, 1748, 5880, 8930, 9206, 5277, 281, 3017, 3915]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9933888092755285, 0.9630960428347302, 0.9603685362536728, 0.9030074326634756, 0.8975560289145508, 0.8817569203123194, 0.848895431423093, 0.8145166929986919, 0.7862766603600251, 0.7411190243760768]"
671,"[2635, 1109, 4425, 6780, 5291, 8741, 4515, 484, 4092, 8978]","[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9844371623802974, 0.9821038730105817, 0.9773282182095764, 0.9566590889262251, 0.9113357824843658, 0.8865832230002562, 0.8671999221873246, 0.8458678138053377, 0.762391536592312, 0.7153518034970668]"
672,"[8902, 2613, 3693, 5612, 2595, 8039, 9218, 9005, 250, 5850]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9844414690224879, 0.9519144146046448, 0.9533909853617217, 0.9287196154728119, 0.8476910701672398, 0.7793344334569787, 0.7389633141739491, 0.7188160542897792, 0.6933649904509879, 0.6152848563745029]"
673,"[2674, 6394, 6703, 518, 5342, 504, 7129, 1857, 7138, 2862]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9921895182308478, 0.9825869560399458, 0.9745936076626971, 0.9644033115641032, 0.9643791772796866, 0.9279935083851569, 0.8313466144100002, 0.8036834376161378, 0.7572881053073892, 0.6361496038239524]"
674,"[3345, 6027, 2464, 5335, 8204, 2217, 6619, 1578, 6134, 2960]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9987875353768356, 0.9934710561870082, 0.9896025852129173, 0.9844012553906434, 0.9653389522465954, 0.9405748981894045, 0.9107281537051577, 0.8458252853684993, 0.8348160067470571, 0.7867906872083847]"
675,"[461, 6148, 4422, 2158, 3486, 2198, 3597, 2268, 3207, 6728]","[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9839351970107504, 0.9685968110780515, 0.940890702113365, 0.9388151130472692, 0.8980430189770874, 0.8512337640490895, 0.843605756966239, 0.8269497433546003, 0.777384683340441, 0.743146374144924]"
676,"[4366, 6591, 6392, 5934, 7268, 5975, 7795, 3696, 3130, 4161]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9964053955701988, 0.9919241919043487, 0.9805534655082709, 0.9672827986107881, 0.9359399961685773, 0.8879301625552241, 0.7754380845306974, 0.6626443664869669, 0.6463663083675166, 0.6368482529696167]"
677,"[8901, 3014, 6268, 7320, 5781, 5836, 6604, 9469, 5952, 2523]","[1, 1, 1, 1, 1, 1, -1, 1, -1, 1]","[1.0, 0.9993977281022188, 0.989137840954843, 0.9781378901704219, 0.950472145677229, 0.9291923358452712, 0.8731605629508759, 0.8544862847501613, 0.8001581107822384, 0.7674681554850734, 0.7630274843378189]"
678,"[6086, 8471, 6512, 9462, 6275, 6453, 7949, 3560, 5851, 959]","[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]","[1.0, 0.9921937261512258, 0.9916086773995494, 0.9884954561891581, 0.973246257855386, 0.9470818066974567, 0.9086882083275386, 0.8916315585179618, 0.8373288128133385, 0.8051661354345894, 0.7823980866905089]"
679,"[829, 9354, 2758, 4864, 3231, 6188, 8362, 9838, 21, 3514]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9975807804722365, 0.9850172762078965, 0.9745730351964011, 0.9739038113158817, 0.9331505542206967, 0.8804418942306343, 0.8431508721595122, 0.813230743685913, 0.7670194557722794, 0.6973019581266138]"
680,"[7734, 1301, 3343, 1946, 1413, 5266, 9863, 82, 8729, 7905]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9916325059122131, 0.9879829151422908, 0.9547588160162787, 0.953632634298325, 0.9303715305604481, 0.897173064764277, 0.8582028510433801, 0.8252194067005512, 0.7880399244385259, 0.7050276716892373]"
681,"[7471, 9492, 6101, 8551, 1390, 8628, 8412, 925, 1178, 7137]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969153648996653, 0.9920399574541726, 0.9778067159008382, 0.9492628565053284, 0.9239910761659216, 0.8733320376345611, 0.8380370437266254, 0.7968065196045928, 0.7703334179867158, 0.7485789652202871]"
